question,gemini_reply
Lolenge nini maladi ekomaka epai ya bato?,"The correct answer is **A: Bangungi**.

The text explicitly states that the disease originates in pigs and is then transmitted to humans via mosquitoes.
"
Kozanga ya phrase ya liboso ekoki kopesa nini?,"The correct answer is **B: Boyokani ya civile pona libala ya basi na basi mpe mibali na mibali**.

Here's why:

The text states: ""Kozanga kolonga ya etumbu ya mibale, oyo ezosenga bapekisa libala ya mibali na mibali to basi na basi, ekoki kobimisa boyokani ya civile na mikolo ezali koya.""  This directly links the failure to ban same-sex marriage with the possibility of civil unions being established.
"
"Kolanda maloba wana, Babomaki phrase ya mibale na ngonga nini?","The correct answer is **A: Na ngonga ya makita ya eleko**.

The passage states, ""Mbongwana esalemaki na makita ya eleko oyo ntango mimonisi ya ministere babomaki phrase ya liboso..."" (The amendment was made during this session's meeting when ministry representatives struck the first phrase...). The question asks about the timing of striking the **second** phrase, but the passage only describes the striking of the first phrase. Since the passage *doesn't* explicitly say when the second phrase was struck (or even *if* it was struck), we have to look at the provided text. There is no mention in the passage of the second phrase being removed.

However, the answers are about the first phrase, and given that one has to be picked, ""Na ngonga ya makita ya eleko"" (during the session's meeting) is the correct choice, referring to the first phrase and not the second.
"
Nani abimisaki “Panama pappers”?,"Based on the text provided, the correct answer is **B: Zulunalu** (Newspaper).

The text states that the ""Panama Papers"" were ""bato babimisaki"" (released/leaked) in the spring of 2016. While the Mossack Fonseca firm was the source of the documents, it was someone else who released them to the public. Although the text doesn't specify who or how they were released, newspapers are one of the main sources for public information, and specifically The Guardian of Great Britain is even mentioned.
"
"Koalanda maloba wana, zulunalu ya Grande Britagne bapataki nani lokola moto oyo azali kokamba kompani oyo ebombaka misolo?","Response: C
"
Aksida ya Mpepo nini na mae malandi ebomaki bato ebele koleka?,"The correct answer is **A: Mpepo esalaki aksida na nzela kokende Armenie kouta Iran**.

The passage states that the plane crash en route to Armenia killed 168 people, which is more than the other crashes mentioned. The helicopter crash killed 3 and the Mashhad crash killed 17.
"
Na mae malandi nini ezali te kati ya bantina pona makama ebele ya bampepo na Iran ?,"Esengo na yo!

Based on the text, the following are reasons for Iran's plane crashes:

*   **A: Bampepo ya basivile mpe ya basoda oyo esala kala (Old civilian and military planes):** ""Baaksida ya mpepo esalemaka mingi na Iran, mpo eza na bampepo ya kala ya basivile mpe ya bitumba...""
*   **C: Mipekiselo oyo epekisi kosomba ba mpepo ya sika (Sanctions preventing the purchase of new planes):** ""Etumbu ya mikili mingi elimboli ete bakoki te kosombampepo ya sika.""

The text doesn't directly state:

*   **B: Kozanga mbongo pona kosomba bampepo ya sika (Lack of money to buy new planes):** While sanctions prevent buying new planes, it doesn't explicitly mention lack of funds.
*   **D: Lolenge mabe ya kobatela bampepo (Poor maintenance of planes):** The text implies poor maintenance through neglect but doesn't state it directly.

Therefore, the best answer is:

**D: Lolenge mabe ya kobatela bampepo**"
Na mae malandi nini ezalaki te na kati ya rapore ya etuluku oyo ezoyekola makambo ya Iraq?,"Eyano ya malamu ezali B: Boyokani oyo ekoki komema mbongwana, Bitumba na Iraq ekoki kosalema lisusu te.

Liyebisi epesi te ete rapore elobi ete bitumba na Irak ekoki kosalema lisusu te. Ezobimisa kaka elikia te ete likambo moko ekosukisa bitumba to kobongisa makambo. Bapanzi sango misusu emonisami kati ya rapore, ndenge emonisami na maponami A, C, na D.
"
Nini na mae malandi oyo Etuluku ya koyekola makambo ya Iraq elobelaki te ?,"The correct answer is **A: Ekebisi pona kosilisa bitumba na Iraq epesama**.

While the passage does mention that the study group warns that nothing happening in Iraq right now is guaranteed to end the civil war, it doesn't offer a warning specifically about the complete *elimination* of the war itself as a recommendation. The group is focused on mitigating the situation and encouraging political solutions. The other options are clearly supported in the text.
"
"Kolanada maloba ya Police, nani azalaki moninga ya pemebeni makasi ya Provenzano?","The correct answer is **B: Lo Piccolo**.

The passage states: ""Polisi elobi ete Lo Piccolo alongaki mpo azalaki moninga ya pembeni ya Provenzano na Palerme..."" which translates to ""The police said that Lo Piccolo succeeded because he was a close friend of Provenzano in Palermo...""
"
"Kolanda nsango epesami na maloba wana, nini etindaki Falcone na liwa?","The correct answer is **A: Babomaki ye na tango ya Etumba “the Riina-driven war”**.

The passage states that Falcone and Borsellino were killed in 1992 during the war led by Riina against the state.
"
Nini na mae malandi ezali te moko ya bolongi ya Hitoshi Saito ?,"Eyano ya malamu ezali D: Boyebi makasi ya Judo

Ndenge elobami na lisolo, Hitoshi Saito azalaki:
*   Molongi ya mitole mibale ya wolo na masano ya Olympique (C)
*   Président ya komite ya federation ya judo ya Japon mobimba (B)

Lisolo elobeli te ete azalaki ""Mbala mibale Molongi ya mokili"" (A), kasi esengeli kokende kotala soki yango ezali solo na source mosusu. Kasi, tokoki koloba na bosikisiki ete ""Boyebi makasi ya Judo"" (D) elobami te lokola bolongi, kasi nde elobeli nde talent mpe mayele na ye na judo."
Esika nini Iwasaki akimaki kolapa ndai?,"The correct answer is **B: Nepal**.

The passage states that Iwasaki akimaki libala na Népal, which translates to ""Iwasaki fled marriage in Nepal.""
"
Nani ambundisaki Iwasaki,"The correct answer is **C: Mbwa**.

The text states: ""bambwa mabe babundisaki ye na Tibet"" which translates to ""bad dogs attacked him in Tibet"".
"
Alonso asilisaki course naye na ngonga nini?,"Eyano ya malamu ezali **B: Fisichella abungisaki makoki ya kokumba mutuka naye**.

Elingi koloba ""Moninga na ye Fernando Alonso azalaki liboso ntango mingi na course wana, kasi asukisaki yango ntango atelemaki, po pneu moko ezalaka malamu te.""

Elingi koloba ete Alonso asukisaki course naye ntango atelemaki, mpo pneu moko ezalaki malamu te. Elingi koloba mpe ete Fisichella abungisaki makoki ya kokumba mutuka na ye, likambo yango ekoki kozala ete Alonso atelemaki mpe mpo na yango.
"
Nini etindaki Schumacher kosilisa course naye noki?,"Eyano ya malamu ezali **A: Abungisaki makoki ya kotambwisa mutuka naye.**

Tángá lisusu lisolo: ""Michael Schumacher asalisaka kala mingi te na nsima ya Alonso, mpona makama mingi akutanaki na yango ntango azalaki kobunda na komema motuka na ye."" Lisolo yango elobi polele ete Schumacher azalaki na makama mingi ntango azalaki kobunda mpona kotambwisa motuka na ye, oyo elakisi ete abungisaki makoki ya kotambwisa yango malamu.

Banzela mosusu ezali sembo te:

*   **B: Aksida na Alonso:** Lisolo elobi ete Alonso atɛlɛmaki mpona pneu moko ezalaki malamu te, kasi yango etindaki Schumacher te asilisa mbangu noki.
*   **C: Pneu kobeba oyo esalemaki na Fisichella:** Fisichella atambwisaki lisusu te motuka na ye. Ata soki yango esalemaki, elingaki te ekanga Schumacher.
*   **D: Suspansion ya motuka kobeba:** Lisolo elobi likambo te mpo na suspansion ya motuka kobeba, kaka ete Schumacher azalaki na makama mingi ntango azalaki kobunda mpona kotambwisa motuka na ye."
"Kolanda maloba wana, ezali mosala ya nani kotia amande pona bakangemi?","Eyano ya malamu ezali **D: Commisaire ya Esambiselo**.

Na eteni, balobi ete ""Moyokanisi atiaka amande, soki bandimi yango..."". Liloba ""moyokanisi"" awa ezali nde Commisaire ya Esambiselo. Bato mosusu nyonso balobelami te ete bazali kotia amande.
"
"Kolanda etinda ya bopekisi pona ngonga mukuse oyo elobelami na maloba wana, Bakangemi basengeli kozala na nini mpo bakanga bango koleka bangonga 24?","Eyano ya malamu ezali **A: Amande**.

Maloba ya motuna P elobi polele ete zuzi Glynn abimisaki ekateli moko pona kokanga lisanga po epesa te bonsomi na bato oyo bakangi bango banda koleka bangonga 24 banda bakangaki bango, bato oyo esambiselo eyoki bango naino te, ""soki bandimi amande"".
"
"Nakotala makomi oyo elekiKolandana na bokomi, ntina nini esalelamaki te mpo na kolimbola kozongela mbala ya mibale oyo elongolamaki?","The correct answer is **C: Kosalela mbongo koleka**.

Here's why:

* **P:** The text states that officials chose to cancel the second election so that Afghan people wouldn't have to spend money on security for another election.

Therefore, the text directly mentions that officials canceled the second election to avoid excessive spending of money on security.
"
"Mpo na nini nsukansuka, batindami bamonaki ete kozongela mbala ya mibale ezalaki na ntina te?","The correct answer is **C: Kozanga bososoli ezalaki kati na mibeko**.

Here's why:

*   The passage states: ""Badiplomate balobaki ete bamoni mikakatano mingi na mibeko ya Afghanistan yango wana ntina ya toure ya mibale eza te."" This translates to: ""Diplomats said they saw many problems with Afghanistan's laws, which is why a second round is not necessary.""

The passage implies that the ambiguities and issues within the laws themselves made a second round unnecessary in the eyes of the diplomats."
Nani apesaka lisalisi ya kosamba mpo na FATA?,"The correct answer is **B: Batu ya politike**.

The text states that the ""Bato ya Politiki"" (Political Agents) are responsible for administering and judging according to law 247 in FATA. Therefore, they are the ones who provide the judicial function (lisalisi ya kosamba).
"
"Na maloba oyo elandi, oyo wapi ezali solo te?","Esengeli kopona eyano oyo ezali solo te na kati ya makambo oyo elandi. Tótala lisusu maloba P:

*   **P:** Banda na lipanda ya Pakistan na boyangeli ya Grande Bretagne na 1947, president ya Pakistan atia ""Bato ya Politiki"" mpona koyangela FATA, oyo ayangelaka ndenge alingi biteni wana kuna. Bato wana nde bato basengeli kosala misala ya boyangeli pe ya kosambisa na kolanda mobeko 247 ya mboka Pakistan.

Tótala makanisi oyo bazali kopesa:

*   **A: Bazali kopesa misala ya bosembo:** Maloba P elobi ete ""Bato ya Politiki"" basengeli kosala misala ya boyangeli pe ya kosambisa, yango wana bakopesi misala ya bosembo.
*   **B: Bampo nampo namanaki na mokambi ya Pakistan:** Maloba P elobi ete president ya Pakistan atia ""Bato ya Politiki"" mpona koyangela FATA. Yango wana, bango nde mokambi ya Pakistan atie bango.
*   **C: Bazali kolanda mibeko ya Pakistan:** Maloba P elobi ete basengeli kosala misala ya boyangeli pe ya kosambisa na kolanda mobeko 247 ya mboka Pakistan. Yango wana bazali kolanda mibeko ya Pakistan.
*   **D: Bazali na bokonzi mobimba likoló na bisika mosusu:** Maloba P elobi ete ""Bato ya Politiki"" bayangelaka FATA ""ndenge alingi biteni wana kuna"". Lokola bazali koyangela ndenge balingi, elingi koloba bazali na bokonzi mobimba likoló na biteni wana.

Na kotala maloba P, makanisi nyonso ezali solo. Kasi, motuna elingi toyeba nini ezali *solo te*.  Ekoki kozala ete motuna to makanisi mosusu ekomami malamu te.  Na maloba oyo toyebi, eyano oyo ezali solo te *eleki* solo te ezali **D: Bazali na bokonzi mobimba likoló na bisika mosusu**. Ata soki bazali koyangela ndenge balingi, esengeli koyeba soki mibeko ya Pakistan ezali na ndelo mosusu likoló na bokonzi na bango.  Kasi, lokola maloba mosusu ezali solo mpenza, D nde ezali eyano eleki malamu.

Yango wana, eyano eleki malamu ezali **D**."
Emma Stone azuaki libonza nini?,"Eyano ya malamu ezali C: Mosani malamu koleka.

Lisolo elobi ete Gosling na Stone ""baponaka bango lokola basani ya filme ya malamu ya mobali mpe ya mwasi."" Yango elingi koloba ete Emma Stone azwaki libonza ya Mosani malamu koleka.
"
Libonza nini filme empo namaki te?,"The correct answer is **B: Bilembo ya kotala koleka**

The prompt lists all the awards the film *did* win. It mentions ""moto abongisaka bafilme"" which translates to film editing. The other awards are explicitly mentioned in the prompt as either won or nominated. Therefore the only award from the prompt not awarded to the film is for ""Bilembo ya kotala koleka"" (Best Visual Effects).
"
"Na makambo oyo elandi, oyo wapi etikalaki kosala nsima ya koningana ya mabele?","According to the text:

*   The Kashiwazaki Kariwa nuclear plant in Niigata prefecture is functioning properly (this eliminates option D).
*   Reactors 1 and 2 at the Shika nuclear plant were shut down (this eliminates option A).
*   The Noto Airport in Ishikawa remains closed (supports option B).
*   Roads were damaged and roadworks are taking place in the affected area (supports option C).

The best answer is **B: Aeroport na Ishikawa** and **C: Misala ya voirie** since the airport is still closed and roadworks are still taking place. However, if only one choice is allowed, then C is better.
The text explicitly mentions that the airport remains closed and roadworks are underway, implying that these are ongoing tasks following the earthquake.

So, the best single answer is **C: Misala ya voirie**"
"Nakotala makomi oyo eleki, na makambo oyo elandi, oyo wapi ebebaki mpo na koningana ya mabele?","The correct answers are:

*   **C: Banzela mosusu**
*   **D: Aeroport ya Noto**

The passage states that ""banzela mosusu ebeba na yango"" (some roads were damaged) and ""Aeroport ya Noto na Ishikawa eza kaka ya kokanga"" (Noto Airport in Ishikawa is still closed). Although the reactors were shut down, the text doesn't directly state that they were *damaged* because of the earthquake. The text reports the number of buildings without water and electricity, but does not state they were damaged.
"
"Nakotala na makomi oyo eleki, na makambo oyo elandi, oyo wapi ezali na mokanda yango te?","The correct answer is **B: Ntina ya etumba ya 1967**.

Here's why:

*   **A: Mikolo mizali koyia ya Jerusalem** - The text mentions the future of Jerusalem as a point of contention.
*   **C: Kozala ya basoda na lobwaku** - The text specifically discusses the dispute over the presence of Israeli soldiers in the Jordan Valley and the differing views of Israel and the PA on the timeline.
*   **D: Koswana mpo na ndelo** - The entire passage is about the border dispute and Palestine's desire for pre-1967 borders.

The text doesn't delve into the causes or reasons behind the 1967 war. It only uses the war as a historical reference point for the desired borders."
"Nakotala na makomi oyo eleki, oyo wapi ezali moko ya makambo oyo Palestine esengaka te?","Eyano ya malamu ezali:

**B: Kozala ya basoda oyo ezali kokoba na lobwaku ya Jordan**

Polo ezali koloba ete Palestine alingi te kozala na basoda ya Israël ntango molayi na lobwaku ya Jourdain. Alingi ete basoda balongwa nsima ya mbula mitano, kasi Israël alingi basoda bazala kuna mbula zomi. Yango wana, kozala ya basoda oyo ezali kokoba ezali likambo oyo Palestine azosenga te.
"
Ma ayekolaki mibeko na ekolo nini?,"The text states that Ma studied at Harvard Law School, which is in the United States of America.

Therefore, the correct answer is **A: United States of America**.
"
"Nakotala na makomi oyo eleki, kotelema makasi mpo na ekolo nini esalisaki Ma alonga na mampo nampo nami?","The correct answer is **D: Chine**.

The passage states that Ma won ""na ebongiseli oyo ezalaki kolendisa boyokani ya makasi na mboka Chine"" which translates to ""in an organization that encouraged strong relations with China."" This indicates that support for closer ties with China helped Ma win.
"
"Ndenge elobami na mokapo yango, Carolyn Wilson asalaki mpo na nani liboso alongwa na engumba?","The correct answer is **C: OHA**.

The passage states, ""na kati ya mabota wana bayebaki ete Carolyn Wilson ya OHA ayibaki mbongo oyo babombaki pe akimaki mboka."" This clearly indicates that Carolyn Wilson worked for OHA before fleeing.
"
"Lokola etikali masano minei na eleko, nani azali na esika ya minei ya lisano ya batambwisi mutuka?","The correct answer is **D: Bowyer**.

Here's why:

*   The passage states Hamlin is in third place, with 20 points less than Keselowski.
*   The passage also states that Hamlin has five points more than Bowyer.
*   Therefore, Bowyer is in fourth place."
"Kolanda momekano ya mbangu oyo tolobeli na eteni, Kahne azali na bapwe boni na lisano ya batambwisi mutuka?","The correct answer is **A: 2220**.

The passage states: ""Kahne na Truex, Jr. baza na esika ya mitano pe ya motoba, baza na ba point 2 220 pe 2 207.""
"
"Nakotala na makomi oyo eleki, mbala boni bato bamonaki mabanga oyo kokweya mpe na nsima emonanaki ete eutá na Mars?","The text states: ""Bakanisaka ete eza mbala ya mitano na lisolo ya bato oyo bato bamona eloko oyo eutaka na mars eyei kokwea awa na Mabele."" This translates to: ""It is believed that this is the fifth time in history that people have witnessed something from Mars falling to Earth.""

Therefore, the correct answer is:

**B: Mbala mitano (Five times)**
"
"Ndenge tolobeli yango na bokomi, nini ezali solo mpo na mabanga oyo bamonaki ete eutá na mars?","The correct answer is **D: Bazali 34 kati na bango** (There are 34 of them).

Here's why:

*   The text states: ""Na kati ya bameteoriste pene ya 24 000 eyebana oyo ekwea na Mabele, kaka pene ya 34 bamona ete euta na mars."" (Among the approximately 24,000 known meteorites that have fallen on Earth, only about 34 have been identified as coming from Mars.)

Let's look at why the other options are incorrect:

*   **A: Bango nyonso bazwamaki na ntango ya mbula ya mabanga ya sanza ya nsambo** (They were all found during the July meteor shower) is incorrect. The text states only fifteen of the Martian rocks come from the meteor shower of last July (Mabanga misusu oyo emonanaka mingi mpenza te na Mabele, bazoteka yango banda na 11 000 kino 22 500$ US na once moko, elingi koloba eleki talo ya wolo mbala pene ya koleka zomi.)
*   **B: Ezali na bato 24 000 kati na bango** (There are 24,000 of them) is incorrect. 24,000 is the number of meteorites found on Earth in total, not just Martian meteorites.
*   **C: Bazali na motuya ya dolare 11 000$ koleka wolo** (They are worth $11,000 more than gold) is partially correct but not fully representative of the information. The text states that they are sold for $11,000 to $22,500 per ounce, which is more than ten times the price of gold. However, this information pertains to some of the most recently found rocks and not all of the 34."
Schumacher azwaki pansiɔ ntango nini?,"Eyano ya malamu ezali **B: Nsima na elonga na ye ya nsambo na lisano**.

Lisolo elobi polele ete Schumacher atikaki mosala nsima ya kolanda championnat ya Formule 1 mbala nsambo na 2006. Maloba mosusu ya lisolo elobeli nde kozonga na ye ya kosala mpo na kokoma na esika ya Massa, oyo ezoki, kasi te ntango ya solo oyo azwaki pansiɔ.
"
Massa azokaki ntango nini?,"The correct answer is **A: Na ntango ya Grand Prix moko** (During a Grand Prix).

The text says Massa was injured ""nsima ya kosala aksida na lisano ebengami Grand Prix ya Hongrie ya 2009"" (after having an accident during the Grand Prix of Hungary 2009). So it was during a Grand Prix.
"
"Nakotala makomi oyo eleki, lolenge nini ebongiseli yango ekozala na bopusi likoló na AOL?","The best answer is **C: Motango ya basaleli ya AOL ekobunda na basaleli ya Yahoo mpe Microsoft**.

Here's why:

* **The passage states that AOL used to dominate the IM market in the US.**
* **Then it says that AOL lost its independence and dominance.**
* **It also says that the combined user base of Yahoo! and Microsoft's IM services is about the same as AOL's.**

This clearly implies that AOL is now facing competition from Yahoo! and Microsoft for IM users.

Here's why the other options are less likely:

*   **A: Motango ya basaleli ya AOL ekomata mbala mosusu (AOL's user count will probably increase):** The passage doesn't give any indication that AOL's user base will *increase*. In fact, it suggests the opposite – that their dominance has waned.
*   **B: AOL ekozala kopanyi moko kaka oyo ekokobisa nkita ya IM (AOL will be the only company developing the IM economy):** The passage clearly states AOL isn't dominant anymore, so this is false.
*   **D: AOL ekosalelama lisusu te na Etats-Unis (AOL will no longer be used in the United States):** The passage doesn't suggest that AOL will cease to exist in the US. It only suggests its dominance has been challenged.

Therefore, **C** is the most logical conclusion based on the provided text.
"
"Na makambo oyo elandi, oyo wapi ekoki kosila nsima ya ebongiseli ya sika?","Esengeli topona eyano oyo ebongi na mituna oyo elandi:

Likambo oyo elobi:
*   AOL ezalaki na bonsomi ya kokolisa zando ya IM na ndenge na yango moko, kasi bonsomi wana esukaki.
*   Motango ya bato ya Yahoo! na Microsoft ekokani pene na motango ya bakiliya ya AOL.

Mituna:
*   Na makambo oyo elandi, oyo wapi ekoki kosila nsima ya ebongiseli ya sika?

*A: Bokoli ya internet oyo epalangani mingi na Etats-Unis*

> Likambo oyo likoki koleisa likambo ya sikoyo te

*B: Kosalela zando ya IM*

> Kosala zando ya IM ekokendele kaka liboso, likoki ya kokoba eza

*C: Bonsomi ya AOL ya kokolisa zando na lombango na yango moko*

> Likambo oyo ekoki kosila pona te bazwaki yango.

*D: Boyokani ya Yahoo na Microsoft*

> Lisolo elobi lisusu na tina ya bolukani na Yahoo na Microsoft te.

**Yango wana, eyano ya malamu ezali C: Bonsomi ya AOL ya kokolisa zando na lombango na yango moko.**
"
Bato boni oyo bakufaki na kobundisa wana bazalaki ba polisi te?,"The correct answer is **C: 0**.

The passage states that two police officers were killed in the attack. It does not specify that any other non-police people were killed in the bombing.
"
Nani ayebisaki motu oyo balobi ete azali na likambo yango?,"The correct answer is **A: Polisi**.

The passage states ""Polisi elobi ete bazokanisa ete Daesh (ISIL) nde moto abimisaki bitumba wana"" which translates to ""Police said that they suspect that Daesh (ISIL) was behind the attack."" This clearly indicates that the police made the statement about who they believe was responsible.
"
"Na ntina ya ndenge ya Florida lokola ekolo molongi-azuaka nionso, nini epesamaki na Mitt Romney?","The correct answer is **C: Batindami ya ekolo tuku mitano**.

The text explicitly states: ""Lokola aza etuka oyo elongoka nyonso, Floride apesi mimonisi na ye tuku mitano nyonso na Romney..."" (Because it is a winner-take-all state, Florida awarded all fifty of its delegates to Romney...).
"
"Na kotalela oyo eleki, Gingrich azalaki na pourcentage nini na maponami ya liboso?","The correct answer is **none of the above**. The passage states Gingrich received 32% of the vote in Florida. The provided options all say 50%.
"
"Nakotala makomi oyo eleki, nani balongolaki ye nkombo, na nsima ya baresulta ya caucus?","The correct answer is **B: Bachman**.

The text states that ""Bachmann...azwi ekateli ya kosukisa esakoli na ye."" This translates to Bachmann deciding to end her campaign. Perry also withdrew but not immediately after the caucus, he went back to Texas to ""assess"" the results, and *then* announced his withdrawal. Gingrich and Romney are still mentioned as being active.
"
"Nakotala makomi oyo eleki, nani alobelaki mingi motu mosusu kolandana na résultat ya etuluku?","The correct answer is **B: Gingrich**.

The text states: ""Gingrich akumisaki Santorum, kasi alobaki maloba mabe mpona Romney"". This means Gingrich explicitly mentioned both Santorum (positively) and Romney (negatively), making him the one who talked about other candidates the most after the caucus results.
"
Esika kaka moko oyo elakiseli yango ezalaki wapi liboso ya 2015?,"Réponse correcte ezali **A: Radio ya TogiNet**

Explication:

Texte elobi polele ete ""Na ebandeli na yango, emission wana ezalaki kosalema kaka na site Internet ya radio wana ya kala TogiNet Radio..."".  Yango wana liboso ya 2015, emission ezalaki kaka na Radio ya TogiNet.
"
Radio ezali kotalisa masolo kozala na bibabulisi ya ndenge nini?,"Based on the provided passage, the correct answer is **C: Eteyelo ya kala**.

The passage states: ""Site internet ya station elobi ete emission wana eza """"teyatre ya radio ya eteyelo ya kala, na basango ya lokuta pe ezangi ntina!"""" (The website of the station says that the show is ""old-time radio theater, with false and meaningless stories!"")

Therefore, the radio program is described as ""old-time radio theater"" (teyatre ya radio ya eteyelo ya kala).
"
Eloko nini David Headley asangisaki oyo na nsuka esalisaki kobundisa?,"P: Bato babomaki bato na Mumbai bakomaki na nzela ya masuwa na mokolo ya 26 sanza ya zomi na moko 2008, bamemaki bagrenate, bibundeli ya automatique mpe babetaka bisika mingi ata pe bato oyo bazala na esika ya kozela engbunduka ya Chhatrapati Shivaji mpe hotel Taj Mahal oyo eyebana mingi. Koluka komona pe kozwa basango oyo David Headley asalaki, esalisaki na mosala ya mibali 10 oyo bazalaki na mandoki, oyo baza bato ya etuluku ya Laskhar-e-Taiba ya Pakistan. Bitumba wana ebebisaki makasi boyakani kati na Inde na Pakistan.
Q: Eloko nini David Headley asangisaki oyo na nsuka esalisaki kobundisa?

The passage states: ""Koluka komona pe kozwa basango oyo David Headley asalaki, esalisaki na mosala ya mibali 10 oyo bazalaki na mandoki...""  This translates to ""Reconnaissance and the information gathered by David Headley helped in the operation of the 10 gunmen...""

Therefore, the correct answer is:

A: Nsango (Information)
"
Motindo nini ya komema babundisi basalelaki mpo na kokende na Mumbai?,"The correct answer is **C: Masuwa** because the passage states ""Bato babomaki bato na Mumbai bakomaki na nzela ya **masuwa** na mokolo ya 26 sanza ya zomi na moko 2008"".
"
Liloba nini ezali kolakisa malamu mbano ya lisano ya Nadal na Raonic na Brisbane Open oyo tolobeli na bokomi?,"The correct answer is **A: Raonic alongaki Nadal**.

The passage states: ""Kala mingi te balongaki ye na Raonic na Masano ya Brisbane."" This translates to ""He was recently defeated by Raonic at the Brisbane Open."" This clearly indicates Raonic won the match.
"
"Nakotala makomi oyo eleki, esika ya Nadal na Raonic ezalaki nini nsima ya eteni ya yambo?","The correct answer is **D: Raonic alongaki Nadal**.

The text states: ""Kala mingi te balongaki ye na Raonic na Masano ya Brisbane."" which translates to ""Recently he was defeated by Raonic in the Brisbane Games.""  This directly indicates that Raonic won against Nadal.
"
Nsango na lokota nini ezuami te na bobongisi misato ya sika ya Naked News?,"The correct answer is **C: Jampo jamponais**.

Here's why:

*   The passage states that Naked News programs are already available in English and Japanese.
*   The passage also says that they are adding programs in Spanish, Italian, and Korean.
*   Therefore, Jampo jamponais (which is a repetition/nonsense) is not a language in which Naked News provides content."
"Nakotala makomi oyo eleki, nsango ya sika ya Naked News ekozala te wapi?","Réponse ya malamu ezali: **C: Bisika ya masano**

Lisango ya Naked News ebimisi bilaka mpona televizion, internet pe batelefone ya maboko. Likambo etali bisika ya masano eyebisami te na kati ya makomi."
Bawelani boni basilisaki te Giant Slalom ?,"The correct answer is **D: 45**.

The passage states: ""na mobimba bato ya ski 45 na kati ya 117 na Giant Slalom balongaki te na lisano wana."" (In total, 45 skiers out of 117 in the Giant Slalom did not finish the race).
"
"Na maloba oyo elandi, oyo wapi ezali komonisa na bosikisiki mbano ya makokima mbangu na masano?","The correct answer is **B: Batu 45 oyo basalaka ski basilisaki te kopota mbangu na bango na Giant Slalom.**

Here's why:

*   The passage explicitly states: ""na mobimba bato ya ski 45 na kati ya 117 na Giant Slalom balongaki te na lisano wana"".

Let's look at why the other options are incorrect:

*   **A: Na momekano ya mbangu ya mibale, Carpenado asilisaki liboso ya mosani moko ya ski oyo autaki na Hongrie** The passage says she was 1:09.02 slower than the Hungarian skier. Therefore, the Hungarian skier finished ahead of her.
*   **C: Bato mingi oyo basalaka ski basilisaki Slalom ya monene koleka Slalom** The passage says 36 people didn't finish Slalom, and 45 didn't finish Giant Slalom. Therefore, more people *did not* finish Giant Slalom than Slalom.
*   **D: Carpenado azwaki esika ya zomi na Slalom** The passage says she *did not finish* (Asilisaki te) Slalom. She finished 10th in Giant Slalom.

Therefore, the only statement accurately reflected in the text is B."
"Na kati ya makambo oyo elandi, oyo wapi NBA ezwaki ekateli ya kopekisa?","The correct answer is **A: Eleko ya basketi** (The basketball season).

The passage states that the NBA announced the suspension of the basketball season due to COVID-19 concerns.
"
"Nakotala makomi oyo eleki, nini ememaki na mitungisi ya NBA mpo na virus?","The correct answer is **D: Mosani moko ya Utah Jazz azwamaki na bokono** (A player from the Utah Jazz was found to be sick).

The passage states directly that the NBA made the decision after a player from the Utah Jazz tested positive for COVID-19.
"
Nani akotisaki but ya kolonga masano mpo na Washington Capitals na lisano na Atlanta Thrashers?,"Correct answer is A: Nicklas Backstrom
"
Nani akotisaki but na ye ya 60 ya eleko na match ya Capitals na Thrashers?,"The correct answer is **C: Alex Ovechkin**.

The text clearly states that Ovechkin scored his 60th goal of the season in that game against the Thrashers.
"
Ntango nini banque ya Northern Rock ezalaki na bosenga ya lisalisi ya gouvernement?,"The correct answer is **D: Na ntango ya mpasi ya lifuti ya mbongo (Na ntango ya mpasi ya lifuti ya mbongo)**.

The text states that Northern Rock needed assistance ""na ntango akendeki na hypothécaires oyo ezali na likama na 2007,"" which translates to ""when it got into risky mortgages in 2007."" This indicates the financial distress, which is the same as mpasi ya lifuti ya mbongo.
"
"Nakotala makomi oyo eleki, na maloba oyo elandi, oyo wapi ezali kolimbola na bosikisiki makambo oyo Virgin Group esalaki na banque ya Northern Rock?","The correct answer is **B: Virgin Group esombaki banque nsima ezonga ya ekolo**.

Here's why:

*   The text states: ""Virgin autaki kaka kosomba 'banke ya malamu' ya Northern Rock, kasi te kompani oyo elandelaka biloko."" This means Virgin bought the ""good bank"" *after* it was nationalized and split.
*   The text states: ""Etuluku Virgin ya Sir Richard Branson azalaki na bosengi ya banke oyo baboyaki liboso banke ekoma ya mboka mobimba.""
*   The text states: ""Na 2010, ntango bakomisaki yango ya mboka mobimba, banke ya sika ya Northern Rock plc ekabwanaka na 'banke ya mabe', Northern Rock (Asset Management).""
*   The text states: ""Virgin autaki kaka kosomba 'banke ya malamu' ya Northern Rock, kasi te kompani oyo elandelaka biloko.""
Here's why the other options are incorrect:

*   **A:** The passage says Virgin *didn't* buy the asset management company.
*   **C:** The passage doesn't state that Virgin provided emergency support. It says Northern Rock received support from the UK government.
*   **D:** The passage says Virgin's first bid was *before* the bank was nationalized, not after.

Therefore, **B** is the most accurate description of Virgin Group's actions based on the provided text."
