question,gemma3_answer
"Σύμφωνα με το απόσπασμα, πόσες φορές έχουν παρατηρήσει οι άνθρωποι κάποια πτώση μετεωριτών που αργότερα αποδεικνύονται ότι είναι αρειανής προέλευσης;",2
"Όπως αναφέρεται στο απόσπασμα, τι ισχύει για τους βράχους για τους οποίους είναι επιβεβαιωμένη η αρειανή προέλευση;",4
Πότε αποσύρθηκε ο Σουμάχερ;,2
Πότε τραυματίστηκε ο Μάσα;,1
"Σύμφωνα με το απόσπασμα, πώς θα επηρεάσει η ρύθμιση την AOL;",3
Ποιο από τα παρακάτω μπορεί να λάβει τέλος μετά τη νέα ρύθμιση;,3
Πόσοι από τους ανθρώπους που σκοτώθηκαν στην επίθεση δεν ήταν αστυνομικοί;,3
Ποιος ανέφερε τον φερόμενο ως ύποπτο για την επίθεση;,1
"Τι απένειμε στον Μιτ Ρόμνεϊ η Φλόριντα, ως πολιτεία που διαθέτει σύστημα απλής πλειοψηφίας;",3
"Σύμφωνα με το απόσπασμα, τι ποσοστό των ψήφων κατέλαβε ο Γκίνγκριτς στις προκριματικές εκλογές;",2
"Σύμφωνα με το απόσπασμα, ποιος έβαλε τέλος στην εκστρατεία του μετά τα αποτελέσματα της κομματικής συνέλευσης;",2
"Σύμφωνα με το απόσπασμα, ποιος επιδοκίμασε έναν άλλο υποψήφιο μετά τα αποτελέσματα της κομματικής συνέλευσης;",2
Ποιο ήταν το μοναδικό μέρος στο οποίο παρουσιαζόταν η εκπομπή πριν από το 2015;,1
Πώς περιγράφει ο σταθμός το σπιν που έχει η εκπομπή;,2
Τι συγκέντρωσε ο Ντέηβιντ Χέντλεϊ το οποίο βοήθησε να τεθεί σε εφαρμογή η επιχείρηση της στρατιωτικής οργάνωσης;,1
Ποιο μέσο μεταφοράς χρησιμοποίησε η ομάδα των μαχητών για να ταξιδέψει στη Βομβάη;,3
"Ποια δήλωση, που αναφέρεται στο απόσπασμα, αντικατοπτρίζει με ακρίβεια το αποτέλεσμα του αγώνα μεταξύ των Ναδάλ και Ραόνιτς στο Μπρίσμπεϊν Όπεν;",1
"Σύμφωνα με το απόσπασμα, ποια ήταν η κατάσταση του αγώνα μεταξύ του Ναδάλ και του Ραόνιτς μετά το πρώτο σερβίς;",2
Ποια γλώσσα δεν περιλαμβάνεται στα προγράμματα των τριών νέων εκπομπών του Naked News;,3
"Σύμφωνα με το απόσπασμα, πού δεν θα είναι διαθέσιμες οι νέες εκπομπές του Naked News;",3
Πόσοι ήταν οι αθλητές που δεν μπόρεσαν να ολοκληρώσουν τις διαδρομές τους στο Γιγάντιο Σλάλομ;,4
Ποια από τις παρακάτω δηλώσεις αντικατοπτρίζει με ακρίβεια τα αποτελέσματα των αγώνων στο πρωτάθλημα;,1
Ποιο από τα παρακάτω αποφάσισε να αναστείλει το NBA;,1
"Σύμφωνα με το απόσπασμα, τι προκάλεσε τις ανησυχίες του NBA σχετικά με τον ιό;",4
Ποιος σκόραρε το νικητήριο γκολ για την Ουάσινγκτον Κάπιταλς στον αγώνα εναντίον των Ατλάντα Θράσερς;,1
Ποιος σκόραρε το 60ό του γκολ στη σεζόν κατά τη διάρκεια του αγώνα των Ουάσινγκτον Κάπιταλς εναντίον των Ατλάντα Θράσερς;,3
Πότε χρειάστηκε η τράπεζα Northern Rock στήριξη από την κυβέρνηση;,4
"Σύμφωνα με το απόσπασμα, ποια από τις παρακάτω δηλώσεις περιγράφει με ακρίβεια τις συναλλαγές του Virgin Group με την τράπεζα Northern Rock;",3
"Όπως αναφέρεται στο απόσπασμα, ποιο έθνος επηρεάζεται από την υπογραφή του συμφώνου του Κιότο για το κλίμα;",1
Τι πίστευε η προηγούμενη αυστραλιανή κυβέρνηση ότι θα έβλαπτε το σύμφωνο του Κιότο;,2
Για ποιο πρόγραμμα στρατολογήθηκαν οι σκοπευτές στη δοκιμή;,4
Ποια δήλωση δεν αντικατοπτρίζει με ακρίβεια τη δοκιμαστική καταπολέμηση των επιβλαβών οργανισμών;,1
"Σύμφωνα με το απόσπασμα, πού βρέθηκε ο διαχωρισμός;",4
"Σύμφωνα με το απόσπασμα, τι συνέβη νωρίτερα από το αναμενόμενο;",2
Τι θα πρέπει να κάνει ένας παίκτης προκειμένου να ελέγχει τις κινήσεις του κατά τη διάρκεια ενός βιντεοπαιχνιδιού;,4
Τι σχεδιάστηκε με τρόπο ώστε να μοιάζει με τηλεχειριστήριο τηλεόρασης;,2
Τι δεν αναφέρθηκε στο πρόσφατο ρεπορτάζ του πρακτορείου ειδήσεων Xinhua;,2
Τι δεν αναφέρθηκε στις πρώτες δηλώσεις του πρακτορείου ειδήσεων Xinhua;,1
Τι ανακοίνωσε η Σάρα Ντάνιους κατά τη διάρκεια της ραδιοφωνικής εκπομπής;,4
Ποιον δεν μπόρεσαν να βρουν;,4
Ποιος χαρακτήρισε τη δέσμευση ως «ένα μεγάλο βήμα»;,3
Πόσα γραμματόσημα δημιούργησε ο Σλάνια για διάφορες χώρες;,4
"Σύμφωνα με το απόσπασμα, ποια είναι η πιθανή αιτία της συνεχιζόμενης διαρροής από τους αγωγούς αέρα των δεξαμενών;",3
Γιατί άνοιξαν οι σωλήνες;,2
"Επί του παρόντος, σε τι ύψος βρίσκεται η στάθμη του νερού στο Νάινθ Γουόρντ;",3
"Τι συνέβη στο Νάινθ Γουόρντ, κατά τη διάρκεια του τυφώνα Κατρίνα;",3
Ποιο από τα παρακάτω δεν επιβεβαιώθηκε από τον Χάμιλτον;,2
Τι θέλουν να κατανοήσουν οι επιστήμονες;,4
"Σύμφωνα με το απόσπασμα, τι ρόλο έπαιξε η τοπική αστυνομία στον επίλογο;",3
Τι συνέβη στις εισόδους των τούνελ κατά τη διάρκεια του επιλόγου;,1
"Σύμφωνα με το απόσπασμα, τι δεν συνέβη πριν ο φωτογράφος χτυπηθεί από το όχημα;",4
Τι προσπαθούσε να κάνει ο φωτογράφος πριν τον χτυπήσει αυτοκίνητο;,2
Ποια δήλωση δεν περιγράφει με ακρίβεια την κατάσταση του προέδρου αφού βρέθηκε θετικός στον ιό;,1
"Σύμφωνα με το απόσπασμα, ποια από τις παρακάτω δηλώσεις σχετικά με τον πρόεδρο είναι αληθής;",3
"Σύμφωνα με το απόσπασμα, μέχρι πότε αναμενόταν η περαιτέρω εξασθένιση του τροπικού κυκλώνα Γκόνου;",2
Ποια ήταν η ταχύτητα των ανέμων στο αποκορύφωμα του τροπικού κυκλώνα Γκόνου;,3
Ποιο από τα παρακάτω δεν θεωρείται χαρακτηριστικό του Karenia brevis;,3
Ποιο από τα παρακάτω δεν μπορεί να κάνει το Karena brevis;,2
"Σύμφωνα με το απόσπασμα, ποιο από τα παρακάτω δεν συνέβη ως αποτέλεσμα του τυφώνα Φελίσια;",4
Ποια δήλωση σχετικά με τον τυφώνα Φελίσια είναι ψευδής;,2
Ποια δήλωση αντικατοπτρίζει με ακρίβεια το αποτέλεσμα του ουγγρικού Grand Prix του 2009;,3
Πότε συνέβη η συντριβή;,1
"Σύμφωνα με το απόσπασμα, ποιο από τα παρακάτω διήρκεσε πολύ λιγότερο χρόνο από όσο πίστευαν αρχικά οι ερευνητές;",4
Ποιο από τα παρακάτω δεν αναφέρθηκε από τους ερευνητές;,3
Πού θα πραγματοποιηθεί το CowParade;,2
Ποια από τις παρακάτω δηλώσεις περιγράφει με ακρίβεια το CowParade;,4
Τι ώθησε τη Ρωσία να αναστείλει τη χρήση των II-76;,2
Τι είναι το II-76;,3
Ποιος προσέλαβε τη συγγραφική ομάδα για τους Σίμπσονς;,2
"Σύμφωνα με τη Φλουκ, ποιος της έστελνε θετικά σχόλια και ενθάρρυνση;",4
"Σύμφωνα με το απόσπασμα, για ποιο πράγμα δεν ήθελαν κάποιοι να εκφέρουν άποψη οι γυναίκες;",3
"Σύμφωνα με το απόσπασμα, ποιο ουράνιο σώμα είναι το πλέον δυναμικό;",1
Τα ποτάμια και οι λίμνες που αποτελούνται από ένα διαφανές υγρό έχουν εντοπιστεί σε ποιο ουράνιο σώμα;,2
Ποια από αυτά τα ευρήματα δεν είναι αποτέλεσμα της ανακάλυψης των φτερών;,4
Τι δεν είχαν τα φτερά των δεινοσαύρων;,2
Ποια από τις παρακάτω δηλώσεις σχετικά με το ZMapp δεν είναι αληθής;,2
Ποια από τις παρακάτω δηλώσεις περιγράφει με ακρίβεια το τεστ ΠΑΛΜ;,3
Πού πιστεύουν οι ερευνητές ότι θα είναι πιο σημαντικό το νέο τσιπ;,1
Ποια μέθοδος θα χρησιμοποιείται για την κατασκευή του εργαλείου διάγνωσης;,2
"Σύμφωνα με το απόσπασμα, ποια δήλωση σχετικά με τους λοβοειδείς κρατήρες δεν είναι αληθής;",4
"Σύμφωνα με το απόσπασμα, ποια θεωρία σχετικά με τις διαμορφώσεις εδάφους δείχνει ότι υπάρχει γεωλογική δραστηριότητα στη σελήνη;",4
"Σύμφωνα με το απόσπασμα, τι θα πάψει να υφίσταται μέχρι την απαγγελία κατηγοριών;",1
"Σύμφωνα με το απόσπασμα, τι δεν αποτελεί τρέχον πρόβλημα για τους κυνηγούς φώκιας;",4
"Εκτός από τον πάγο, τι άλλο επηρεάζει τις προσπάθειες διάσωσης;",2
Ποια πεποίθηση απέφυγε να επικυρώσει ο Ρόμπερτς;,3
Ποιο θέμα θεωρούσε ο Ρόμπερτς ότι ήταν εξαιρετικά ανήθικο να σχολιάσει;,4
Προς τα πού δείχνουν οι δύο ακτίνες φωτός;,1
"Σύμφωνα με το απόσπασμα, πότε κατασκευάζονται νέοι ουρανοξύστες στην περιοχή;",4
Ποιες πληροφορίες δείχνουν ότι οι «επτά αδελφές» είναι σπηλιές;,1
Με ποιον τρόπο παρατηρείται η θερμική συμπεριφορά των «επτά αδελφών»;,1
"Σύμφωνα με το απόσπασμα, ποια δήλωση σχετικά με τον ύποπτο δεν είναι αληθής;",4
Ποιες πληροφορίες σχετικά με την επίθεση επιβεβαίωσαν οι αρχές;,2
Ποιες ομάδες θα παίξουν στον αγώνα στο Έλις Παρκ;,3
Πού θα παίξουν οι Springboks τον επόμενο αγώνα τους;,3
Με ποιο από τα παρακάτω είχε πρόβλημα ο διαστημικός σταθμός κατά τη διάρκεια της αποστολής;,2
"Σύμφωνα με το απόσπασμα, ποιος ήταν ο σκοπός της αποστολής του διαστημικού σταθμού;",3
Ποια από τις παρακάτω δηλώσεις σχετικά με την υπόθεση δεν είναι αληθής;,4
Ποια από τις παρακάτω δηλώσεις περιγράφει με ακρίβεια την υπόθεση;,4
"Σύμφωνα με το απόσπασμα, σε ποια ομάδα ξεκίνησε να παίζει ο Βιντάλ τρεις σεζόν νωρίτερα;",1
Σε πόσα παιχνίδια έπαιξε ο Βιντάλ για την Μπάρτσα;,1
Ποια ήταν η αντίπαλη ομάδα στον αγώνα;,2
Γιατί έμενε ο Χάρκε στο ξενοδοχείο;,3
Για ποιον λόγο δεν εξέδιδε προειδοποίηση ο οργανισμός γεωφυσικής της Τζακάρτα;,4
"Σύμφωνα με το απόσπασμα, τι προκάλεσε ο σεισμός;",1
Ποιο από τα παρακάτω καθοδηγεί τη δραστηριότητα του Ήλιου και όλων των άλλων αστεριών;,3
Πώς καθορίζεται ο αριθμός Ρόσμπι ενός αστεριού;,1
Τι ποσοστό των ερωτηθέντων υποστηρίζει ότι η Αυστραλία πρέπει να γίνει άμεσα δημοκρατία;,2
Τζούλι Γκίλαρντ: Πότε πρέπει να γίνει δημοκρατία η Αυστραλία;,2
Ποιος οργανισμός βρίσκεται υπό νομική διερεύνηση;,3
Ο Κλιφ Στερνς είναι επικεφαλής ποιας επιτροπής;,4
"Σύμφωνα με το απόσπασμα, τι δεν συνέβη στην Ελβετή;",2
Σε ποια εταιρεία απονεμήθηκε το βραβείο βιωσιμότητας της Ταϊβάν το 2007;,3
Τι είναι ο υπολογιστής ASUS Eee;,2
Ποιος ήταν υπεύθυνος για την απώλεια των ταχυδρομικών εγγράφων;,3
"Σύμφωνα με το απόσπασμα, ποιος ζήτησε συγγνώμη για τα απολεσθέντα έγγραφα;",4
Πότε χρειάστηκε ο Ντελ Πότρο να λάβει ιατρική βοήθεια για το πρόβλημα του ώμου του;,3
Ποιο ήταν το αποτέλεσμα του πρώτου τάι μπρέικ;,1
"Όπως αναφέρεται στο απόσπασμα, ποιος, συγκεκριμένα, ήρθε σε επαφή με ασθενή;",2
"Σύμφωνα με το απόσπασμα, τι δεν εγγυήθηκε ο κυβερνήτης όταν απευθύνθηκε στους πολίτες του Τέξας;",4
Ποια πηγή σατιρικών δελτίων ειδήσεων δημιουργήθηκε από δύο πρώην φοιτητές του Πανεπιστημίου της Ουάσιγκτον;,4
"Σύμφωνα με το απόσπασμα, ποιο από τα παρακάτω δεν περιλαμβάνεται στην αυτοκρατορία σατιρικών δελτίων ειδήσεων της The Onion;",2
"Σύμφωνα με το απόσπασμα, τι φρουρούσε η αστυνομία;",3
Τι ώρα ζήτησε η αστυνομία από τους διαμαρτυρόμενους να μετακινηθούν προκειμένου να αποφευχθεί η περαιτέρω κυκλοφοριακή συμφόρηση;,4
Ποια είναι η αλήθεια για την έρευνα που πραγματοποίησε ο Δρ. Έχουντ Ουρ;,2
"Σύμφωνα με το απόσπασμα, ως προς τι είναι επιφυλακτικός ο Δρ. Ουρ;",2
Ποια από τις παρακάτω δηλώσεις δεν περιγράφει με ακρίβεια τη συντριβή της πτήσης CG4684;,3
Τι προκάλεσε τη ματαίωση της προσγείωσης της πτήσης CG4684;,4
"Με βάση το απόσπασμα, ποια από τις παρακάτω δηλώσεις σχετικά με την εμπειρία του Φρανκίσσεκ Κόουαλ είναι αληθής;",2
Γιατί είναι δύσκολη η εκτίμηση των επιπτώσεων της τροπικής καταιγίδας Ντανιέλ;,3
"Σύμφωνα με το απόσπασμα, ποια από τις παρακάτω δηλώσεις σχετικά με την τροπική καταιγίδα Ντανιέλ δεν είναι αληθής;",4
"Σύμφωνα με το απόσπασμα, τι υποδεικνύεται ότι πρέπει να γίνει η ασθένεια πριν καταφέρει να εξελιχθεί σε παγκόσμια επιδημία;",1
"Σύμφωνα με το απόσπασμα, σε τι απόσταση από τη Φουτζιάν βρισκόταν ο τυφώνας;",3
Ποιος χαιρέτησε τον Τζορτζ Ου. Μπους κατά την άφιξή του στην Ασία;,4
Πότε ανακοίνωσε ο πρόεδρος την εμπορική εξάπλωση στην Ασία;,3
"Σύμφωνα με το απόσπασμα, ποιος από τους παρακάτω είναι ο γενικός στόχος της κυβέρνησης;",4
Τι ανακοίνωσε η κυβέρνηση;,1
"Σύμφωνα με το απόσπασμα, ποιες πληροφορίες είναι γνωστές;",1
Ποια δήλωση σχετικά με τις διαδηλώσεις δεν είναι αληθής;,3
Ποιος πρότεινε την παραίτηση του τελευταίου ΠΕΣ;,3
"Σύμφωνα με τη δήλωση, τι δεν υποστηρίζει η Γυμναστική Ομοσπονδία των ΗΠΑ μετά την κακοποίηση των αθλητριών από τον Nassar;",1
"Σύμφωνα με τη δήλωση, ποιος είναι ο βασικός στόχος της Γυμναστικής Ομοσπονδίας των ΗΠΑ και της Ολυμπιακής Επιτροπής των Ηνωμένων Πολιτειών από εδώ και πέρα;",4
Προς τα πού κατευθυνόταν το πλοίο όταν συνέβη το περιστατικό; ,3
Τι δεν αποτελεί πραγματικό γεγονός σχετικά με το πλοίο το οποίο αναφέρεται στο απόσπασμα;,2
Ποιος εξέδωσε τη δήλωση σχετικά με τα αμερικανικά στρατεύματα;,4
"Σύμφωνα με τη δήλωση, ποια χώρα ανέλαβε την ευθύνη της φρούρησης των αιχμαλώτων μαχητών;",4
Ποια πιστεύεται ότι είναι η αιτία της συντριβής;,2
Σε τι είδους έδαφος συνέβη η συντριβή;,4
Τι ελπίζουν οι αρμόδιοι να συμβεί ως αποτέλεσμα της πλημμύρας;,1
Ποιο από τα παρακάτω επηρέασε μόνιμα η κατασκευή του φράγματος;,4
"Σύμφωνα με το απόσπασμα, ποιος έδωσε στις Ηνωμένες Πολιτείες πληροφορίες για πιθανές επιθέσεις;",3
Ποια από τις παρακάτω δηλώσεις περιγράφει με ακρίβεια το υποτιθέμενο σχέδιο επίθεσης των εξτρεμιστών;,3
Ποιος από τους παρακάτω δεν είναι δικηγόρος;,4
Ποια ομάδα ατόμων δεν αναφέρεται ως μέρος του σκανδάλου εντός της ελληνικής νομικής κοινότητας;,3
Πόσους φράχτες έχασε η Ινδία;,2
"Σύμφωνα με το απόσπασμα, ποιο ήταν το υψηλότερο σκορ περιόδων;",1
Ποιο από τα παρακάτω δεν είναι η αιτία της απογοήτευσης του Άνταμ Κιούρντεν;,1
"Σύμφωνα με το απόσπασμα, τι διαγράφηκε από την ιστοσελίδα;",1
"Σύμφωνα με το απόσπασμα, ο Amir Khan δεν τάσσεται υπέρ τίνος από τα παρακάτω;",1
"Σύμφωνα με το απόσπασμα, τι από τα παρακάτω θα υποστηρίξει ο Amir Khan παρά την προσωπική του άποψη;",1
Πότε πέθανε ο Πήτερ Λενζ;,3
Ποιος είναι ο Εκζέβιερ Ζαγιάτ;,2
Σε ποια κατάσταση μπορεί να φανεί ωφέλιμη για έναν ανήσυχο επιβάτη η κατανόηση της εσωτερικής λειτουργίας του αεροσκάφους;,2
"Με βάση το απόσπασμα, ποιο από τα παρακάτω πρέπει να κάνει ένας ταξιδιώτης που ενδιαφέρεται για τις τιμές;",3
"Σύμφωνα με το απόσπασμα, τι πρέπει να κάνουν πρώτα οι ταξιδιώτες προκειμένου να εξασφαλίζουν τις καλύτερες δυνατές τιμές πτήσεων;",2
Πότε απαιτείται συνοδός για τη συνοδεία κάποιας παράδοσης;,3
"Με βάση το απόσπασμα, κατά την επιλογή μιας αεροπορικής εταιρείας τακτικών επιβιβάσεων σε μια αεροπορική συμμαχία, σε τι από τα παρακάτω θα πρέπει να δώσετε προτεραιότητα;",4
"Σύμφωνα με το απόσπασμα, ποιος μπορεί να προσφέρει πιο πολλούς πόντους συχνών πελατών;",4
"Σύμφωνα με το απόσπασμα, σε ποια από τις παρακάτω αισθήσεις μπορεί να έχει βλαβερή επίδραση η υπερβολική κατανάλωση αλκοόλ;",2
"Όπως αναφέρεται στο απόσπασμα, τι θα μπορούσε ενδεχομένως να μειώσει τις επιβλαβείς επιδράσεις του αλκοόλ;",3
Ποιες είναι οι περιοχές του Άμστερνταμ με τις υψηλότερες τιμές ακινήτων;,1
Γιατί ποιον λόγο η Ζώνη των Καναλιών έχει χαρακτηριστεί ως τοποθεσία παγκόσμιας κληρονομιάς της UNESCO;,1
"Σύμφωνα με το απόσπασμα, για ποιον από τους παρακάτω λόγους αξίζει μια επίσκεψη στον ναό Πνομ Κρομ;",1
"Σύμφωνα με το απόσπασμα, τι απαιτείται για την είσοδο των επισκεπτών στον ναό Πνομ Κρομ;",3
"Σύμφωνα με το απόσπασμα, τι από τα παρακάτω θα μπορούσε να εμποδίσει έναν τουρίστα να επισκεφθεί την Ανταρκτική;",1
Ποιο μέρος της Ανταρκτικής μπορεί να επισκεφθεί κάποιος τουρίστας που ενδιαφέρεται για την ορειβασία;,2
Πού είναι λιγότερο πιθανό να βρίσκεται ένα προνεωτερικό παρατηρητήριο;,3
Πού είναι πιθανό να βρίσκεται ένα σύγχρονο ερευνητικό τηλεσκόπιο;,4
"Σύμφωνα με το απόσπασμα, ποια περιοχή θα ήταν καλύτερη για μια ήσυχη μέρα στην παραλία;",3
"Σύμφωνα με το απόσπασμα, πού είναι περισσότερο πιθανό να είναι ασφαλέστερες οι συνθήκες κολύμβησης;",3
"Κατά την επίσκεψη στην τοποθεσία που περιγράφεται στο απόσπασμα, ποιο από τα ακόλουθα θα θεωρούταν ακατάλληλο;",2
Ποιο από τα παρακάτω περιγράφει τις κοινές γαλλικές διαλέκτους;,4
Ποια δήλωση δεν περιγράφει με ακρίβεια τις βοηθητικές γλώσσες;,1
"Σύμφωνα με το απόσπασμα, τι πρέπει να ελέγξει κάποιος επιβάτης εάν η κρουαζιέρα του πραγματοποιείται τον χειμώνα;",1
"Σύμφωνα με το απόσπασμα, εάν η κρουαζιέρα κάποιου επιβάτη πραγματοποιείται το καλοκαίρι, τι θα μπορούσε να αποφύγει;",2
Γιατί τα Καταλανικά χρησιμοποιούνται συχνά στις πινακίδες και τις ανακοινώσεις στη Βαρκελώνη;,2
Ποια από τις παρακάτω γλώσσες χρησιμοποιείται από το σύστημα του υπόγειου σιδηροδρόμου της Βαρκελώνης για τυπικές ανακοινώσεις;,2
"Με βάση το απόσπασμα, σε ποια από τις παρακάτω παροχές είναι απίθανο να δοθεί προτεραιότητα σε μια χλιδάτη πανσιόν με πρωινό;",4
"Με βάση το απόσπασμα, ποιο από τα παρακάτω δεν αποτελεί ένα από τα βασικά θέματα ανταγωνισμού μεταξύ των χλιδάτων πανσιόν με πρωινό;",1
"Σύμφωνα με το απόσπασμα, ποιο από τα παρακάτω δεν θα πραγματοποιηθεί στο Πεκίνο το 2022;",2
"Σύμφωνα με το απόσπασμα, ποιο από τα παρακάτω θα φιλοξενηθεί στο Πεκίνο το 2022;",2
Ποιος διατρέχει τον μεγαλύτερο κίνδυνο να προσβληθεί από τη γρίπη των πτηνών;,3
"Σύμφωνα με το απόσπασμα, ποια από τις παρακάτω δηλώσεις περιγράφει με ακρίβεια τη γρίπη των πτηνών;",3
Τι συνδέει η Λευκή Θάλασσα - Κανάλι της Βαλτικής;,3
"Σύμφωνα με το απόσπασμα, σε ποιον τύπο οχήματος θα μπορούσαν να συγκεντρώνονται τα διαβατήρια ώστε να μην ενοχλείται ο επιβάτης;",2
"Σύμφωνα με το απόσπασμα, πότε είναι πιθανό να ελεγχθεί η ταυτότητά σας σε ορισμένα διασυνοριακά τρένα;",4
Ποιο από τα παρακάτω ζητήματα είναι πιο πιθανό να προκύψει κατά τη διαμονή στα υψηλά τροπικά κλίματα της Σιγκαπούρης;,3
Ποιοι θα ήταν καλό να αποφύγουν τα γλυκά της Γερμανίας;,1
Ποιο συστατικό θεωρείται εποχιακό στοιχείο των γερμανικών γλυκών;,3
"Με βάση το απόσπασμα, ποια από τα παρακάτω δεν θα ήταν μια συνιστώμενη συμβουλή για κάποιον που θέλει να ταξιδεύει με ελάχιστα έξοδα;",3
"Σύμφωνα με το απόσπασμα, ποιος μπορεί να δυσκολεύεται να ταξιδέψει με ελάχιστα έξοδα;",4
Ποια από τις παρακάτω δηλώσεις δεν περιγράφει με ακρίβεια τη διαδρομή μεταξύ του Point Marion και του Fairmont;,3
"Σύμφωνα με το απόσπασμα, ποια από τα παρακάτω θα πρέπει να αποτελούν βασικό μέλημα των οδηγών που ταξιδεύουν στην εθνική οδό Buffalo-Pittsburg;",3
Ποιο από τα παρακάτω δεν είναι απαιτούμενο για να ξεκινήσει κάποιος να κάνει κανιονίρινγκ;,2
Ποιο από τα παρακάτω μπορεί να είναι απαραίτητο για μια επιτυχημένη κατάβαση στον πυθμένα ενός φαραγγιού;,4
"Σύμφωνα με το απόσπασμα, τι θα ήταν χρήσιμο για κάποιον που σχεδιάζει να κατασκηνώσει στο αυτοκίνητό του;",2
"Σύμφωνα με το απόσπασμα, τι θα ήταν καλό να αποφεύγουν οι κατασκηνωτές αυτοκινήτων εάν δεν θέλουν να τραβούν την προσοχή;",3
"Σύμφωνα με το απόσπασμα, ποιοι έχτισαν εκ νέου την Καζαμπλάνκα;",1
Ποιοι εγκατέλειψαν τη σύγχρονη πόλη Καζαμπλάνκα μετά από μια φυσική καταστροφή;,2
"Σύμφωνα με το απόσπασμα, πώς έγινε γνωστή στους ξένους η πόλη της Σίντρα;",3
Τι δεν αναγνωρίζει η Αρμενία;,4
Τι εξακολουθεί να επηρεάζει τις σχέσεις μεταξύ Αρμενίας και Αζερμπαϊτζάν;,3
"Γιατί θα μπορούσατε να χρεωθείτε παραπάνω, όταν παίρνετε ταξί στη Σάρλοτ;",2
"Σύμφωνα με το απόσπασμα, τι θα μπορούσε να θεωρηθεί ως μειονέκτημα της ζωή στη Σάρλοτ με παιδιά;",2
"Πριν από την άφιξη των Ισπανών, ποιος έλεγχε το βόρειο τμήμα της Χιλής;",4
"Σύμφωνα με το απόσπασμα, τι από τα παρακάτω δεν συνέβη το 1810;",2
Πώς μπορούν οι άνθρωποι να φτάσουν στα απομακρυσμένα χωριά της περιοχής της Liguria;,3
Τι σημαίνει ο ιταλικός όρος «Cinque Terre»;,1
"Σύμφωνα με το απόσπασμα, ποιος τύπος μπότας είναι κατάλληλος για δυνητικά ολισθηρές συνθήκες το χειμώνα;",2
Ποιο από αυτά δεν θα βοηθούσε στη βελτίωση της πρόσφυσης σε παγωμένους δρόμους κατά τη διάρκεια του χειμώνα;,4
Ποιο από τα παρακάτω αποτελεί ομοιότητα μεταξύ της Χαβάης και των Νήσων Κουκ;,3
Ποιο από τα παρακάτω δεν περιγράφει επακριβώς τις Νήσους Κουκ;,3
Ποιος από τους παρακάτω σταθμούς δασοφυλάκων προσφέρει δύο τύπους καταλυμάτων;,1
"Σύμφωνα με το απόσπασμα, πού θα μπορούσατε να κάνετε κράτηση για μια άδεια για το πάρκο εάν θέλατε να χρησιμοποιήσετε μετρητά αντί για πιστωτικές κάρτες;",2
"Σύμφωνα με το απόσπασμα, τι είδους σκι γίνεται σε απότομο έδαφος;",3
"Σύμφωνα με το απόσπασμα, τι θα μπορούσε να βοηθήσει τους σκιέρ που θέλουν να αναπτύξουν μεγαλύτερες ταχύτητες;",4
Οι ταξιδιώτες που βιώνουν το σοκ της επιστροφής δυσκολεύονται να κάνουν τι;,4
"Σύμφωνα με το απόσπασμα, το σοκ της επιστροφής ίσως να είναι ιδιαίτερα δύσκολο για ποιο είδος ταξιδιώτη;",2
Ποιο από τα παρακάτω πρέπει να αποφεύγουν να κάνουν οι άνθρωποι όταν συναντούν ταράνδους;,3
"Σύμφωνα με το απόσπασμα, ποια από τις παρακάτω δηλώσεις για τους ταράνδους δεν είναι αληθής;",1
"Σύμφωνα με το απόσπασμα, ποιο από τα ακόλουθα θα ήταν το λιγότερο επικίνδυνο για έναν ταξιδιώτη στην έρημο;",2
Ποιο από τα παρακάτω δεν αναφέρεται ως πιθανός κίνδυνος για έναν ταξιδιώτες στην έρημο;,4
"Σύμφωνα με το απόσπασμα, ποια ομάδα του πληθυσμού επηρεάστηκε σε μεγάλο βαθμό μετά την άφιξη των εξερευνητών;",3
"Σύμφωνα με το απόσπασμα, ποια γλώσσα μιλούσαν οι Caribes;",4
Σε ποιους θα μπορούσαμε να αποδώσουμε τη διάδοση του σκι ως ψυχαγωγική δραστηριότητα;,2
"Σύμφωνα με το απόσπασμα, πότε περίπου αναγνωρίστηκε για πρώτη φορά το σκι ως άθλημα;",4
Ποιο από τα παρακάτω σχετίζεται συνήθως με το μεγαλύτερο νησί στα ανοικτά ανατολικής ακτής της Αφρικής;,3
Τι δεν αποτελεί χαρακτηριστικό των μικρότερων νησιών της Ανατολικής Αφρικής; ,3
"Σύμφωνα με το απόσπασμα, πώς γιορτάζεται το Πάσχα σε ορισμένες ιδιαίτερα παραδοσιακές εκκλησίες;",2
Τι πρέπει να έχει πρώτα ένας Κουβανός πολίτης κατά την είσοδο στο Εκουαδόρ προκειμένου να αποφευχθούν ορισμένες απαιτήσεις;,4
Για τι δεν έχουν σχεδιαστεί οι ταξιδιωτικές απαιτήσεις του Εκουαδόρ;,2
"Ποιο από τα παρακάτω θα μπορούσε να κοστίσει περισσότερο σε μια ξένη χώρα από ό,τι στη χώρα σας;",2
Ποιο από τα παρακάτω μπορεί να αποτελέσει δυνητικό κίνδυνο για την αγορά επώνυμων σκελετών υψηλής ποιότητας σε ξένη χώρα;,3
Ποια από τις παρακάτω δηλώσεις είναι αληθής όσον αφορά τη χρήση του νομίσματος στα Φώκλαντ;,4
